2026-06-22 18:03:52,092 INFO ORB session loop started
2026-06-22 18:03:53,211 INFO SELL QQQ x2 | order a639ade5-c43f-42a8-b786-61c210e4d262
2026-06-22 19:27:15,243 INFO MANAGING QQQ @ $735.71 | P&L $+2.54 | stop 744.02
2026-06-22 19:27:45,714 INFO MANAGING QQQ @ $735.58 | P&L $+2.80 | stop 744.02
2026-06-22 19:28:16,160 INFO MANAGING QQQ @ $735.68 | P&L $+2.60 | stop 744.02
2026-06-22 19:28:46,602 INFO MANAGING QQQ @ $735.64 | P&L $+2.68 | stop 744.02
2026-06-22 19:29:17,222 INFO MANAGING QQQ @ $735.70 | P&L $+2.56 | stop 744.02
2026-06-22 19:29:47,711 INFO MANAGING QQQ @ $735.61 | P&L $+2.74 | stop 744.02
2026-06-22 19:30:18,148 INFO MANAGING QQQ @ $735.60 | P&L $+2.76 | stop 744.02
2026-06-22 19:30:48,577 INFO MANAGING QQQ @ $735.85 | P&L $+2.26 | stop 744.02
2026-06-22 19:31:19,050 INFO MANAGING QQQ @ $736.05 | P&L $+1.85 | stop 744.02
2026-06-22 19:31:49,908 INFO MANAGING QQQ @ $735.91 | P&L $+2.14 | stop 744.02
2026-06-22 19:32:20,353 INFO MANAGING QQQ @ $736.10 | P&L $+1.76 | stop 744.02
2026-06-22 19:32:50,871 INFO MANAGING QQQ @ $736.40 | P&L $+1.16 | stop 744.02
2026-06-22 19:33:21,332 INFO MANAGING QQQ @ $736.52 | P&L $+0.92 | stop 744.02
2026-06-22 19:33:51,802 INFO MANAGING QQQ @ $736.46 | P&L $+1.04 | stop 744.02
2026-06-22 19:34:22,293 INFO MANAGING QQQ @ $736.37 | P&L $+1.22 | stop 744.02
2026-06-22 19:34:52,710 INFO MANAGING QQQ @ $736.30 | P&L $+1.36 | stop 744.02
2026-06-22 19:35:23,345 INFO MANAGING QQQ @ $736.21 | P&L $+1.54 | stop 744.02
2026-06-22 19:35:53,779 INFO MANAGING QQQ @ $736.08 | P&L $+1.80 | stop 744.02
2026-06-22 19:36:24,221 INFO MANAGING QQQ @ $736.18 | P&L $+1.60 | stop 744.02
2026-06-22 19:36:54,658 INFO MANAGING QQQ @ $736.00 | P&L $+1.96 | stop 744.02
2026-06-22 19:37:25,281 INFO MANAGING QQQ @ $736.11 | P&L $+1.74 | stop 744.02
2026-06-22 19:37:55,739 INFO MANAGING QQQ @ $736.13 | P&L $+1.71 | stop 744.02
2026-06-22 19:38:26,193 INFO MANAGING QQQ @ $736.26 | P&L $+1.44 | stop 744.02
2026-06-22 19:38:56,642 INFO MANAGING QQQ @ $736.24 | P&L $+1.48 | stop 744.02
2026-06-22 19:39:27,055 INFO MANAGING QQQ @ $736.22 | P&L $+1.52 | stop 744.02
2026-06-22 19:39:57,677 INFO MANAGING QQQ @ $736.16 | P&L $+1.64 | stop 744.02
2026-06-22 19:40:28,116 INFO MANAGING QQQ @ $736.14 | P&L $+1.68 | stop 744.02
2026-06-22 19:40:59,091 INFO MANAGING QQQ @ $736.17 | P&L $+1.62 | stop 744.02
2026-06-22 19:41:29,495 INFO MANAGING QQQ @ $736.36 | P&L $+1.24 | stop 744.02
2026-06-22 19:41:59,989 INFO MANAGING QQQ @ $736.13 | P&L $+1.70 | stop 744.02
2026-06-22 19:42:30,436 INFO MANAGING QQQ @ $735.94 | P&L $+2.08 | stop 744.02
2026-06-22 19:43:01,108 INFO MANAGING QQQ @ $735.86 | P&L $+2.25 | stop 744.02
2026-06-22 19:43:31,513 INFO MANAGING QQQ @ $736.03 | P&L $+1.90 | stop 744.02
2026-06-22 19:44:01,958 INFO MANAGING QQQ @ $735.89 | P&L $+2.18 | stop 744.02
2026-06-22 19:44:32,533 INFO MANAGING QQQ @ $735.74 | P&L $+2.48 | stop 744.02
2026-06-22 19:45:03,291 INFO MANAGING QQQ @ $735.90 | P&L $+2.16 | stop 744.02
2026-06-22 19:45:33,723 INFO MANAGING QQQ @ $735.86 | P&L $+2.24 | stop 744.02
2026-06-22 19:46:04,165 INFO MANAGING QQQ @ $735.84 | P&L $+2.28 | stop 744.02
2026-06-22 19:46:34,618 INFO MANAGING QQQ @ $736.16 | P&L $+1.64 | stop 744.02
2026-06-22 19:47:05,051 INFO MANAGING QQQ @ $736.18 | P&L $+1.60 | stop 744.02
2026-06-22 19:47:35,485 INFO MANAGING QQQ @ $736.34 | P&L $+1.29 | stop 744.02
2026-06-22 19:48:06,126 INFO MANAGING QQQ @ $736.32 | P&L $+1.31 | stop 744.02
2026-06-22 19:48:36,563 INFO MANAGING QQQ @ $736.21 | P&L $+1.54 | stop 744.02
2026-06-22 19:49:07,282 INFO MANAGING QQQ @ $736.27 | P&L $+1.42 | stop 744.02
2026-06-22 19:49:37,714 INFO MANAGING QQQ @ $736.30 | P&L $+1.35 | stop 744.02
2026-06-22 19:50:08,168 INFO MANAGING QQQ @ $736.53 | P&L $+0.90 | stop 744.02
2026-06-22 19:50:38,640 INFO MANAGING QQQ @ $737.10 | P&L $-0.24 | stop 744.02
2026-06-22 19:51:09,240 INFO MANAGING QQQ @ $737.39 | P&L $-0.82 | stop 744.02
2026-06-22 19:51:39,671 INFO MANAGING QQQ @ $737.63 | P&L $-1.30 | stop 744.02
2026-06-22 19:52:10,097 INFO MANAGING QQQ @ $737.69 | P&L $-1.42 | stop 744.02
2026-06-22 19:52:40,532 INFO MANAGING QQQ @ $737.62 | P&L $-1.28 | stop 744.02
2026-06-22 19:53:11,046 INFO MANAGING QQQ @ $737.60 | P&L $-1.24 | stop 744.02
2026-06-22 19:53:41,476 INFO MANAGING QQQ @ $737.52 | P&L $-1.08 | stop 744.02
2026-06-22 19:54:12,242 INFO MANAGING QQQ @ $737.60 | P&L $-1.24 | stop 744.02
2026-06-22 19:54:42,769 INFO MANAGING QQQ @ $737.25 | P&L $-0.53 | stop 744.02
2026-06-22 19:55:13,228 INFO MANAGING QQQ @ $737.59 | P&L $-1.22 | stop 744.02
2026-06-22 19:55:44,342 INFO MANAGING QQQ @ $737.77 | P&L $-1.58 | stop 744.02
2026-06-22 19:55:44,831 INFO CLOSED position: QQQ
2026-06-22 19:55:44,832 INFO EOD CLOSE QQQ @ $737.77 | P&L $-1.58
2026-06-22 19:55:44,833 INFO ORB loop exiting — done
2026-06-22 19:55:44,833 INFO ORB session loop ended
